7368,-2141,-598,-5621,13254,2625,-1418,1696,5743
5477,-1435,-992,-1868,6639,510,-58,792,2670
14062,-5199,-1446,-4712,12470,2243,-1286,2028,4836
10744,-3813,-1142,-7962,15966,2075,-2492,2805,7744
8606,-2573,-949,-8237,15489,2974,-2649,3076,9100
8251,-2410,-964,-8047,15430,2823,-2380,2824,8119
8979,-2658,-871,-7721,15500,2357,-1773,2366,6634
8794,-2482,-797,-7804,15403,2572,-1422,1996,7083
9976,-3810,-832,-7115,14463,2906,-901,989,7889
12374,-5016,-1049,-1677,9902,2078,-83,852,4683
13440,-5896,-1279,-1236,9598,1931,-180,1001,4651
6961,-1685,-695,-4625,12945,1836,-1114,2152,5518
8039,-2643,-654,-3783,11230,2930,-206,690,4194
7968,-2565,-636,-2873,10697,2513,180,667,4211
6526,-1720,-1075,-1390,5945,602,-90,820,2380
6578,-259,-502,-5974,13030,3309,-308,1058,4970
8275,-2904,-1260,-128,5305,505,51,481,2450
13014,-4698,-1026,-2001,9615,2386,-164,1423,3759
54480,-17404,-8039,-7505,44044,1136,-580,7158,11891
12432,-4753,-1247,-2110,10691,1629,-412,1623,4926
13161,-5451,-1344,-1989,10654,1531,-47,1271,4955
18285,-8907,-1951,-1845,10688,1323,364,1101,5139
14134,-5576,-1527,-1991,10719,1273,-1158,1929,3581
7286,-2242,-1047,41,4401,457,269,684,1864
13898,-5076,-1447,-1405,10109,1297,-244,1860,3687
13161,-5451,-1344,-1989,10654,1531,-47,1271,4955
10062,-3522,-1000,-7643,15117,2730,-765,817,7322
9084,-2016,-848,-6711,14351,2570,-1059,1725,6135
12771,-4179,-1558,-2149,10938,1375,-453,1751,4494
11634,-3924,-1128,-4968,12954,2015,-1588,2648,7206
10819,-3873,-1099,-4903,13730,1175,-1755,3751,4632
9790,-3338,-603,-2321,10222,2099,-344,1273,4799
3390,480,-500,-800,3610,340,-550,2336,1192
3390,480,-500,-800,3610,340,-550,2336,1192
20183,-4295,-423,-3940,15330,3985,-280,4870,9800
7777,1285,-1053,-9280,16543,2916,-3677,5679,7060
6596,-2079,-562,-4782,13016,1933,-970,1581,5181
6827,-1878,-732,-8429,16012,2564,-704,592,7145
12741,-4916,-1420,-8510,16791,1715,-1767,2302,7771
11044,-3888,-1120,-7248,15167,2208,-1531,2276,8069
9183,-2526,-1078,-7461,15071,2574,-2022,2440,8639
13690,-5358,-1474,-3369,11600,1998,-132,1554,4395
13690,-5358,-1474,-3369,11600,1998,-132,1554,4395
13690,-5358,-1474,-3369,11600,1998,-132,1554,4395
10004,-3219,-1201,-7036,15047,2107,-1863,2565,7736
11044,-3888,-1120,-7248,15167,2208,-1531,2276,8069
13690,-5358,-1474,-3369,11600,1998,-132,1554,4395
12085,-4727,-953,-3257,11489,2002,-511,2046,4592
16212,-8423,-1583,-4336,12583,1937,-195,726,6199
11756,-4754,-874,-3056,11045,2305,-381,1457,6006
12440,-3954,-1183,-1123,9674,1708,-83,1614,4086
13690,-5358,-1474,-3369,11600,1998,-132,1554,4395
13690,-5358,-1474,-3369,11600,1998,-132,1554,4395
12085,-4727,-953,-3257,11489,2002,-511,2046,4592
21461,-10807,-1441,-2332,10599,1999,289,875,7703
12300,-5110,-1304,-9117,17143,1998,-1947,2448,8100
8754,-2732,-1019,-7204,15069,2276,-1702,2334,6982
11940,-4431,-1255,-6766,14428,2542,-993,1165,7421
9636,-2804,-988,-7442,15040,2589,-1803,2311,8621
12628,-4887,-1401,-6861,14996,1962,-2198,2782,7091
10190,-3506,-1312,-7153,15051,2238,-2003,2399,7505
10491,-3423,-1145,-7385,15027,2538,-1809,2275,8692
12343,-4515,-1285,-7165,14899,2435,-1895,2496,8800
11521,-4355,-1065,-6524,13767,3058,-1466,1984,6045
10004,-3219,-1201,-7036,15047,2107,-1863,2565,7736
11401,-4498,-1312,-5088,12751,2613,-838,1568,5941
11705,-4262,-1107,-2282,10791,1709,-555,1713,4945
12297,-4882,-1202,-2106,10691,1623,-88,1312,4790
12741,-4916,-1420,-8510,16791,1715,-1767,2302,7771
11807,-4612,-1294,-8927,16968,1988,-2120,2741,8006
12300,-5110,-1304,-9117,17143,1998,-1947,2448,8100
11434,-4948,-1210,-3746,12042,1903,-666,1479,5235
10592,-4262,-1008,-3514,11355,2465,-870,2025,6386
10592,-4262,-1008,-3514,11355,2465,-870,2025,6386
13426,-6334,-1177,-4244,12136,2371,580,1303,5980
12161,-4457,-1069,-5034,12874,2400,-795,1724,6904
13509,-6199,-1254,-4430,12733,1865,-331,1441,5022
11768,-4971,-1133,-4904,12927,2183,-480,1723,4605
12328,-5256,-1144,-4469,12927,1675,-87,1291,4351
10450,-4329,-878,-3217,11105,2421,-752,1758,6519
11673,-4760,-1041,-3988,12058,2166,-771,1417,5569
13509,-6199,-1254,-4430,12733,1865,-331,1441,5022
9252,-2704,-1064,-5893,14265,1717,-1101,2341,4349
10413,-3996,-993,-3721,11640,2361,-733,1540,6011
11434,-4948,-1210,-3746,12042,1903,-666,1479,5235
13426,-6334,-1177,-4244,12136,2371,580,1303,5980
11540,-4999,-991,-2949,10963,2278,-382,1049,5605
11540,-4999,-991,-2949,10963,2278,-382,1049,5605
11086,-4555,-839,-3512,11310,2517,-815,1341,5940
10763,-4560,-917,-3346,11311,2322,-475,1135,5843
12407,-5222,-1086,-2971,11116,2120,-294,1029,5284
11673,-4760,-1041,-3988,12058,2166,-771,1417,5569
15055,-7391,-1274,-4062,12071,2238,-610,1217,6147
10413,-3996,-993,-3721,11640,2361,-733,1540,6011
11562,-5118,-961,-3022,11007,2311,-525,1569,6097
8458,-2451,-855,-4597,12447,2407,-1475,2482,6526
11434,-4948,-1210,-3746,12042,1903,-666,1479,5235
13426,-6334,-1177,-4244,12136,2371,-580,1303,5980
11434,-4948,-1210,-3746,12042,1903,-666,1479,5235
12836,-5909,-1032,-3087,11132,2236,-35,872,5330
10413,-3996,-993,-3721,11640,2361,-733,1540,6011
13426,-6334,-1177,-4244,12136,2371,-580,1303,5980
13509,-6199,-1254,-4430,12733,1865,-331,1441,5022
11673,-4760,-1041,-3988,12058,2166,-771,1417,5569
8458,-2451,-855,-4597,12447,2407,-1475,2482,6526
15055,-7391,-1274,-4062,12071,2238,-610,1217,6147
11434,-4948,-1210,-3746,12042,1903,-666,1479,5235
13426,-6334,-1177,-4244,12136,2371,580,1303,5980
13426,-6334,-1177,-4244,12136,2371,580,1303,5980
8489,-2583,-1036,-8051,15583,2643,-1307,1407,7354
8489,-2583,-1036,-8051,15583,2643,-1307,1407,7354
8489,-2583,-1036,-8051,15583,2643,-1307,1407,7354
10344,-4210,-620,-2315,10625,1948,93,1058,5541
7310,-2746,-646,-2991,10847,2469,163,585,6324
8519,-3260,-280,-5081,13459,1738,-1449,2960,7809
8068,-2959,-108,-5788,13608,2389,-1002,2237,8162
8519,-3260,-280,-5081,13459,1738,-1449,2960,7809
8523,-3257,-280,-5078,13458,1743,-1449,2961,7809
8068,-2959,-108,-5788,13608,2389,-1002,2237,8162
8519,-3260,-280,-5081,13459,1738,-1449,2960,7809
5155,-1201,200,-5841,13197,2950,-1101,2317,6988
5458,-1448,145,-4479,12338,2401,-1659,3086,6710
3904,-100,262,-4318,12407,2128,-1598,3594,6233
4739,-932,295,-4829,12220,2952,-1027,2341,7083
3894,-110,287,-4672,12610,2295,-2092,4100,6196
5427,-1147,173,-3834,12073,1969,-1444,3320,5621
5323,-1233,399,-4926,12362,2894,-856,2471,5961
3857,452,-46,-6008,14477,1596,-2627,4481,5718
7014,-2067,-540,-4821,13016,1980,-1663,3089,6940
5963,-1357,-172,-5439,12762,3007,-964,2222,7172
6159,-1402,-177,-5439,12762,3007,-955,2200,7104
6550,-1681,-399,-4626,12598,2257,-1807,3354,6486
6041,-1375,-174,-5439,10000,3007,-930,2145,6923
6159,-1402,-177,-5439,12762,3007,-955,2200,7104
5707,-693,-382,-4285,12669,1773,-1615,3519,5410
5263,-612,39,-4950,12426,2843,-935,2423,5941
5656,-659,-346,-3923,12306,1791,-1602,3509,5442
5656,-659,-346,-3923,12305,1790,-1602,3509,5442
5280,-614,39,-4950,12426,2843,-939,2434,5968
5656,-659,-346,-3923,12306,1791,-1602,3509,5442
10887,-6152,1034,-3564,12412,4224,63,626,10123
4932,-835,141,-4878,11868,3437,-1138,1961,7067
8737,-4937,830,-2860,9961,3390,51,502,8124
4932,-835,141,-4878,11868,3437,-1138,1961,7067
9296,336,-1088,-6442,14323,2289,-1433,2942,5756
9662,-684,-279,-4903,12293,2950,-344,1669,6024
5110,-1357,-308,-5573,12835,3077,-1279,2025,7010
101,-20,-2,-11,145,41,-24,1,56
7025,-1415,-704,-5188,13765,1424,-1248,2742,6038
13891,-6055,-803,-465,9919,642,2121,82,1291
17523,-4827,-2510,756,8546,-137,6113,1649,2250
20620,-7572,-2801,-103,10073,-396,3551,-233,2220
10868,-1852,-644,-1537,11083,484,2343,628,2216
10592,-2206,-967,-1944,11685,230,2206,670,1273
24542,-10860,-3401,-1490,11370,-297,2858,-605,3225
20482,-7172,-3125,-1033,10410,-285,2542,226,3136
23617,-10175,-3149,-2054,11749,-272,2586,-489,3453
13095,-6231,154,12221,-21,-2137,895,4602,2258
18244,-6351,-2739,-791,11193,-521,3711,-129,2802
11775,-5884,950,9556,1846,-1286,-1019,6221,2728
16623,-6309,-1411,-4344,13923,323,2285,274,2926
5494,2393,-232,-6427,13850,2846,-1876,3997,5445
5494,2393,-232,-6427,13850,2846,-1876,3997,5445
7791,3128,-776,-8588,16458,2039,-2455,4006,6198
10592,-2206,-967,-1944,11685,230,2206,670,1273
9898,-2700,-940,-2478,12219,206,1985,634,1031
16414,-6060,-1470,-3555,13037,473,2545,122,4948
21179,-8316,-2918,-915,11019,-165,3477,-180,4210
21875,-8006,-2558,634,8194,1104,1535,951,6969
9658,-3314,-823,-5163,12695,2768,-1342,1843,6044
10511,-3836,-1102,-6946,14587,2558,-1481,1792,6246
12805,-4662,-1376,-7480,15267,2360,-1626,2194,7904
11313,-3559,-1101,-3893,11891,2257,-1214,2398,4908
12729,-4717,-1188,-1367,9187,2582,274,860,4411
11749,-4048,-1309,-1867,10572,1489,-138,1449,4522
11265,-4286,-992,-4694,12343,2647,-1090,1523,5447
8236,1746,-1313,-8251,15953,2428,-3672,5786,5771
7914,1414,-1190,-8776,16582,2280,-2811,4605,5562
7914,1414,-1190,-8776,16582,2280,-2811,4605,5562
8236,1746,-1313,-8251,15953,2428,-3672,5786,5771
8236,1746,-1313,-8251,15953,2428,-3672,5786,5771
8236,1746,-1313,-8251,15953,2428,-3672,5786,5771
7914,1414,-1190,-8776,16582,2280,-2811,4605,5562
7914,1414,-1190,-8776,16582,2280,-2811,4605,5562
7914,1414,-1190,-8776,16582,2280,-2811,4605,5562
7914,1414,-1190,-8776,16582,2280,-2811,4605,5562
3952,2188,449,-6701,14584,2275,-4536,7349,6535
8035,435,-962,-6001,13872,2320,-1159,3065,5434
10325,845,-604,-4113,13385,481,-1791,4163,6924
8035,435,-962,-6001,13872,2320,-1159,3065,5434
6294,686,-712,-5435,13417,2211,-1006,2435,5042
8236,1746,-1313,-8251,15953,2428,-3672,5786,5771
8236,1746,-1313,-8251,15953,2428,-3672,5786,5771
8236,1746,-1313,-8251,15953,2428,-3672,5786,5771
3952,2188,449,-6701,14584,2275,-4536,7349,6535
7691,-108,-339,-6185,13627,2833,-2046,3899,5952
6719,1147,-148,-6929,14061,3176,-1781,3343,5424
7914,1414,-1190,-8777,16582,2280,-2811,4605,5562
7989,-113,-352,-6185,13627,2833,-2028,3866,5901
8209,-116,-362,-6185,13627,2833,-1962,3740,5709
7361,1257,-163,-6929,14061,3176,-1839,3454,5603
7167,1224,-158,-6929,14061,3176,-1826,3429,5562
7527,1285,-166,-6929,14061,3176,-1995,3747,6077
7361,1257,-163,-6929,14061,3176,-1695,3182,5162
7743,-2896,-921,-4211,12271,2169,-697,1562,5491
7675,-2196,-305,-5860,14119,1856,-2425,4006,6578
6687,-1751,-291,-3556,11373,2492,-548,2204,7146
9090,-3342,-740,-4006,13456,493,-569,2266,6871
7199,-2140,-712,-4005,13327,649,-810,2521,6673
10068,-4043,-1068,-5319,14268,1044,-765,1701,6522
12312,-5440,-1307,-6408,15499,824,-1075,1677,7220
11865,-4523,-1441,-5423,14458,935,-1587,2687,4830
6063,-2234,-231,-5210,13787,1500,-1043,2866,6997
5627,-721,-447,-4423,12456,2192,-1048,2948,7379
5092,-1630,-470,-6313,14297,2170,-1603,3135,5982
5749,-1072,-382,-4274,12432,2048,-1166,3104,7105
6375,-2062,-732,-4878,12838,2262,-877,1705,6204
6295,-1679,-475,-5586,13046,2837,-1410,1889,7075
8336,-2853,-699,-4425,11989,2760,-954,1625,6396
9055,-2611,-666,-4906,12652,2519,-555,1384,7417
9062,-3198,-828,-4065,11772,2603,-761,1468,6458
7645,2579,-1363,-8689,16717,2015,-3712,5941,5961
16695,-3761,-2151,155,9682,163,3433,951,4904
9117,-3063,-973,-7949,15763,2306,-2752,3136,8093
11555,-4064,-1256,-7903,15633,2409,-2811,3320,7358
11050,-3791,-1199,-7875,15585,2434,-2797,3359,7560
9258,-2879,-1008,-8076,15847,2351,-2806,3280,7821
9274,-2548,-1167,-8220,16324,1943,-2273,2721,8340
8560,-2487,-986,-8112,15535,2771,-1209,1324,7743
9097,-2726,-1053,-8073,15506,2762,-966,981,7763
11280,-3564,-1370,-4655,12374,2282,-1423,2168,5396
10284,-3283,-1086,-7957,15762,2316,-829,882,6644
10239,-3104,-1099,-8037,15727,2451,-927,925,6871
8898,-989,-1033,-3292,11619,1674,-661,3178,5216
6588,-1305,-693,-3277,10987,2634,-355,2016,5106
6588,-1305,-693,-3277,10987,2634,-355,2016,5106
5958,-1559,-571,-4021,11453,2939,-634,1548,5087
7520,-2518,-645,-3844,12102,1945,-913,2249,6835
6612,-1342,-618,-3338,11055,2623,-174,1792,5075
6588,-1305,-693,-3277,10987,2634,-355,2016,5106
5958,-1559,-571,-4021,11453,2939,-634,1548,5087
8994,-2667,-865,-4594,12324,2552,-699,1786,6260
9846,-2085,-1019,-3278,11109,2170,-774,2134,5745
11280,-3564,-1370,-4655,12374,2282,-1423,2168,5396
9349,-2988,-1001,-7918,15766,2266,-2097,2680,6839
7842,-2320,-992,-8154,15718,2599,-1098,1342,7560
8489,-2583,-1036,-8051,15583,2643,-1307,1407,7354
7971,-2314,-913,-8451,15762,2894,-1442,1520,7610
10601,-3487,-1127,-2931,11443,1676,-587,1740,5278
14387,-6014,-1299,-1357,9975,1616,467,1047,4744
8198,-2239,-724,-4871,12389,2798,-1043,2050,7181
14294,-6116,-1333,-1628,10219,1637,-14,1158,5022
9698,-3367,-914,-4706,12584,2368,-837,968,5801
11432,-3679,-1111,-3169,11239,2202,-791,1380,4455
11053,-4269,-1024,-1976,10182,2088,-526,1263,4469
10321,-3920,-931,-2750,11146,1824,-442,1545,5539
10321,-3920,-931,-2750,11146,1824,-442,1545,5539
10321,-3920,-931,-2750,11146,1824,-442,1545,5539
10321,-3920,-931,-2750,11146,1824,-442,1545,5539
13307,-5641,-1290,-2048,10581,1689,-64,1222,5176
8736,-2458,-935,-9075,16894,2251,-1354,1242,8263
7911,-2167,-813,-5327,13150,2408,-1288,2483,7968
7013,-1408,-635,-5268,12902,2640,-1470,2801,7379
6988,-1384,-714,-5631,13410,2447,-1485,2204,7318
6988,-1384,-714,-5631,13410,2447,-1485,2204,7318
8821,-2938,-785,-4178,12142,2287,-824,1651,6860
7309,-1403,-519,-8474,16008,2622,-2433,2826,8064
8198,-2239,-724,-4871,12389,2798,-1043,2050,7181
8322,-3112,-1047,-6367,14342,2179,-988,1638,6394
6988,-1384,-714,-5631,13410,2447,-1485,2204,7318
8821,-2938,-785,-4178,12142,2287,-824,1651,6860
8821,-2938,-785,-4178,12142,2287,-824,1651,6860
8198,-2239,-724,-4871,12389,2798,-1043,2050,7181
8322,-3112,-1047,-6367,14342,2179,-988,1638,6394
8322,-3112,-1047,-6367,14342,2179,-988,1638,6394
8813,-3210,-1036,-4703,12868,2021,-1054,1940,6129
5902,-933,-782,-8983,16719,2354,-1402,1455,6464
8367,-2248,-763,-8758,16447,2422,-1527,1550,8053
9030,-1992,-715,-8465,16302,2255,-2689,3217,8069
8813,-3210,-1036,-4703,12868,2021,-1054,1940,6129
8178,-2245,-609,-4857,12394,2776,-1207,2086,7298
8178,-2245,-609,-4857,12394,2776,-1207,2086,7298
8139,-2171,-663,-8747,16541,2295,-1925,2008,8093
9020,-2890,-715,-4535,12436,2348,-934,1919,7086
9943,-3269,-839,-5323,13269,2259,-1198,2083,7557
7866,-2108,-555,-4869,12483,2681,-1176,2069,7501
11973,-5685,-888,-1965,10326,1901,-115,1123,7169
9369,-3195,-791,-4488,12430,2301,-893,1796,6872
10405,-3755,-1270,-5461,13787,1793,-1040,2015,6785
8819,-2543,-911,-9025,16928,2151,-1329,1213,8449
6992,-1668,-806,-8138,15748,2543,-874,850,7897
7732,-2422,-789,-8238,15884,2498,-859,783,7330
8736,-2458,-935,-9075,16894,2251,-1354,1242,8263
7732,-2422,-789,-8238,15884,2498,-859,783,7330
8629,-2410,-883,-9055,16940,2171,-1490,1363,8520
7309,-1403,-519,-8474,16008,2622,-2434,2826,8064
7659,-2238,-935,-8942,16969,2004,-2701,3051,8690
7702,-2245,-975,-9114,17242,1875,-2679,3055,8521
7637,-2199,-974,-9109,17099,2043,-2822,3306,8372
5733,-911,-629,-7967,15987,2055,-3050,4013,7048
10231,-2768,-1254,-8302,15900,2551,-797,681,7148
8828,-2406,-694,-4874,12603,2541,-660,1509,7587
7171,-1986,-648,-8085,15555,2718,-2170,2512,7457
8139,-2171,-663,-8747,16541,2295,-1925,2008,8093
8598,-2848,-857,-5618,13606,2195,-1002,1773,7137
9200,-3522,-992,-5755,13803,2117,-753,1486,6338
9028,-3423,-1035,-6321,14265,2217,-1013,1683,6928
8598,-2848,-857,-5618,13606,2195,-1002,1773,7137
11640,-4829,-1079,-5107,13006,2325,-972,1711,7380
8695,-2558,-648,-5015,12711,2575,-1279,2215,7514
9943,-3269,-839,-5323,13269,2259,-1198,2083,7557
13705,-6004,-1400,-5464,13568,2062,-940,1706,7618
13389,-6049,-1441,-4544,12757,1969,229,498,7390
11640,-4829,-1079,-5107,13006,2325,-972,1711,7380
8992,-3093,-639,-2563,10721,2122,-437,1270,5473
10633,-3234,-1285,-7460,15570,1967,-1917,2510,6299
10445,-3362,-1307,-7662,15690,2058,-1135,1176,7602
10252,-3531,-1095,-7114,14850,2436,-1451,1723,6365
10793,-3791,-1146,-7498,15177,2488,-1390,1577,7321
8606,-2509,-1014,-8238,15714,2703,-942,979,7760
7828,-1761,-348,-5788,14071,1830,-2853,4518,6557
8961,-2473,-1084,-7979,15990,2067,-2319,3035,8249
6169,-1483,-21,-7107,14761,2536,-2904,3580,8568
8856,-2582,-1026,-7761,15766,2082,-2009,2575,7469
8746,-2425,-1095,-7594,15612,2073,-1780,2309,7416
8745,-2425,-1095,-7594,15613,2073,-1780,2309,7416
8136,-1968,-299,-5481,13742,1871,-2556,4205,6630
8785,-2529,-1033,-7639,15624,2112,-1783,2300,7817
8344,-2322,-1020,-7596,15635,2048,-1748,2269,7287
8453,-2198,-1092,-7609,15681,2008,-1725,2337,7824
8453,-2198,-1092,-7609,15681,2008,-1725,2337,7824
12970,-4703,-1433,-7466,15843,1644,-2191,2451,6668
13414,-4950,-1517,-7166,15293,1960,-2325,2664,7212
8144,-1861,-1111,-7763,15894,1929,-1865,2542,7607
11846,-4767,-945,-7027,15878,1089,-2699,4122,8311
9487,-2875,-1115,-7533,15606,2010,-1618,2100,7389
11200,-3783,-1325,-4576,12593,2206,-695,1742,7504
8343,-2050,-1021,-7715,15705,2103,-1831,2380,8235
8343,-2050,-1021,-7715,15705,2103,-1831,2380,8235
7575,-2159,-571,-3722,11341,2725,-1434,2819,6271
8380,-2630,-639,-2887,10725,2496,-627,1427,5438
9476,-3182,-765,-2613,10958,1893,-449,1315,5268
9197,-3190,-659,-2606,10830,2039,-458,1250,5458
11409,-3872,-1393,-4572,12757,2003,-709,1810,7415
11408,-4289,-1215,-4286,12385,2118,-387,1467,7787
15030,-5552,-1806,-3987,12387,1767,-592,1670,7023
7575,-2159,-571,-3722,11341,2725,-1434,2819,6271
8380,-2630,-639,-2887,10725,2496,-627,1427,5438
8380,-2630,-639,-2887,10725,2496,-627,1427,5438
9197,-3190,-659,-2606,10830,2039,-458,1250,5458
9197,-3190,-659,-2606,10830,2039,-458,1250,5458
8380,-2630,-639,-2887,10725,2496,-627,1427,5438
7575,-2159,-571,-3722,11341,2725,-1434,2819,6271
8380,-2630,-639,-2887,10725,2496,-627,1427,5438
9476,-3182,-765,-2613,10958,1893,-449,1315,5268
8380,-2630,-639,-2887,10725,2496,-627,1427,5438
11896,-5110,-1076,-3181,11378,2048,-519,1224,5166
11896,-5110,-1076,-3181,11378,2048,-519,1224,5166
9383,-3170,-763,-2457,10702,2020,-384,1236,5552
